customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1499,Male,1,Yes,No,17,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.9,1184.39,Yes
C1500,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),54.54,452.5,Yes
C1501,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.23,1086.09,Yes
C1502,Female,0,No,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,77.93,323.98,Yes
C1503,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.61,1722.07,Yes
C1504,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.89,562.85,Yes
C1505,Male,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,55.37,283.96,No
C1506,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),57.97,731.35,Yes
C1507,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.56,3513.22,No
C1508,Female,0,Yes,No,29,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,64.07,1793.71,No
C1509,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,71.28,283.84,No
C1510,Female,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.83,832.6,Yes
C1511,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,85.72,149.16,No
C1512,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.98,342.5,No
C1513,Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.78,25.0,No
C1514,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,102.53,5297.38,Yes
C1515,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,78.89,0.0,No
C1516,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.26,184.32,Yes
C1517,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.14,2650.5,No
C1518,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),36.81,722.2,No
C1519,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.21,2206.1,Yes
C1520,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.87,30.15,Yes
C1521,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),50.24,446.16,Yes
C1522,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,6614.89,Yes
C1523,Male,0,Yes,Yes,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,38.96,670.72,No
C1524,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),96.01,3519.72,No
C1525,Male,0,Yes,No,66,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.03,4299.95,Yes
C1526,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,91.27,2132.73,No
C1527,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),65.67,427.29,No
C1528,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.67,579.1,No
C1529,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,63.95,31.34,No
C1530,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.32,277.4,Yes
C1531,Female,0,No,Yes,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,63.1,3115.18,Yes
C1532,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.16,390.83,No
C1533,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.54,1325.31,Yes
C1534,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),84.95,2816.46,No
C1535,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.22,5279.43,No
C1536,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,63.59,3737.33,Yes
C1537,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.43,2003.76,Yes
C1538,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.25,2855.23,Yes
C1539,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,80.13,2156.48,No
C1540,Male,1,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.13,704.68,No
C1541,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.44,903.79,Yes
C1542,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,85.5,2126.1,No
C1543,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.23,400.2,No
C1544,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),58.17,634.75,No
C1545,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.65,80.74,Yes
C1546,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.25,278.84,Yes
C1547,Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.09,1117.68,Yes
C1548,Male,0,No,No,46,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,73.81,3466.39,No
C1549,Male,0,No,Yes,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),82.9,1700.18,No
C1550,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,75.53,38.99,No
C1551,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.46,989.93,Yes
C1552,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,62.28,3373.54,Yes
C1553,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.8,2824.2,Yes
C1554,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),59.69,1606.94,No
C1555,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,68.6,250.58,Yes
C1556,Male,0,No,Yes,8,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.44,561.37,Yes
C1557,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.29,629.81,Yes
C1558,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,72.29,92.82,No
C1559,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.97,113.88,Yes
C1560,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,87.8,4831.98,Yes
C1561,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,98.04,2347.11,Yes
C1562,Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.2,554.91,Yes
C1563,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,83.42,627.57,Yes
C1564,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,84.3,791.35,No
C1565,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.06,81.3,Yes
C1566,Male,0,No,Yes,26,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.17,1676.4,Yes
C1567,Male,1,No,No,3,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,74.97,275.68,Yes
C1568,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.6,1088.35,No
C1569,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),69.54,2618.91,No
C1570,Female,0,No,No,20,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.56,1831.3,Yes
C1571,Female,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.24,2718.0,Yes
C1572,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.95,115.77,Yes
C1573,Female,0,Yes,No,17,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),57.61,988.27,No
C1574,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,93.67,1983.98,No
C1575,Female,1,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,89.67,1877.47,Yes
C1576,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,67.81,100.32,Yes
C1577,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),87.34,609.55,No
C1578,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,108.94,736.62,Yes
C1579,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.57,488.23,No
C1580,Male,1,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,102.51,2806.62,No
C1581,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,72.23,1116.89,No
C1582,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.48,884.59,No
C1583,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.11,167.49,Yes
C1584,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.96,3466.62,Yes
C1585,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.92,1290.95,Yes
C1586,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,64.86,13.66,No
C1587,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,71.8,1348.34,No
C1588,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,90.42,1188.65,Yes
C1589,Male,1,Yes,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.89,198.21,No
C1590,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,83.66,2433.11,No
C1591,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),75.89,4183.82,No
C1592,Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),72.7,417.27,No
C1593,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),58.67,836.04,Yes
C1594,Female,1,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,65.07,58.95,Yes
C1595,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.91,4825.42,Yes
C1596,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,100.59,680.56,Yes
C1597,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,104.24,411.38,No
C1598,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.99,1211.3,Yes
C1599,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),71.88,34.64,No
C1600,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,94.65,507.29,No
C1601,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.23,52.4,No
C1602,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,77.0,207.43,Yes
C1603,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,102.98,194.1,No
C1604,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.62,1428.54,Yes
C1605,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,102.85,5408.32,Yes
C1606,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.42,946.09,No
C1607,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.75,1177.12,No
C1608,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37.97,885.52,No
C1609,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.38,867.69,Yes
C1610,Male,0,No,No,9,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.42,679.15,No
C1611,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.53,2014.75,Yes
C1612,Female,1,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.82,538.58,Yes
C1613,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,85.89,1464.19,No
C1614,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.48,653.42,No
C1615,Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,81.64,1129.55,Yes
C1616,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.73,1047.13,No
C1617,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.83,677.01,No
C1618,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),82.13,5165.0,No
C1619,Female,1,No,No,31,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,65.86,1989.78,No
C1620,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,67.75,188.77,No
C1621,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,90.1,2435.0,No
C1622,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.64,1800.57,Yes
C1623,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.96,1753.62,Yes
C1624,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.21,1278.66,No
C1625,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,76.41,3.94,Yes
C1626,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.86,5314.43,Yes
C1627,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.81,3708.93,Yes
C1628,Male,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.88,260.15,Yes
C1629,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,92.32,335.3,Yes
C1630,Female,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,82.11,2783.73,Yes
C1631,Male,0,No,No,11,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),65.07,767.71,No
C1632,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.06,855.89,Yes
C1633,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),104.85,2248.12,Yes
C1634,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),81.9,2291.01,No
C1635,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.91,63.8,No
C1636,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.14,2642.75,No
C1637,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.86,2225.54,Yes
C1638,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40.26,604.74,No
C1639,Male,0,No,No,8,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.38,428.91,Yes
C1640,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,69.38,125.22,Yes
C1641,Female,1,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,71.96,191.48,Yes
C1642,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,82.49,43.21,No
C1643,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.36,451.5,Yes
C1644,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.82,346.76,Yes
C1645,Male,1,No,Yes,5,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,48.7,279.21,Yes
C1646,Male,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,77.29,519.7,Yes
C1647,Male,1,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),73.11,577.53,Yes
C1648,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,111.84,788.83,Yes
C1649,Male,1,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.92,2024.62,Yes
C1650,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,86.44,1148.95,No
C1651,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,72.32,6.53,No
C1652,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,84.19,511.7,No
C1653,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,85.85,2068.81,No
C1654,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.31,525.71,Yes
C1655,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.5,1464.52,No
C1656,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),81.7,1978.54,No
C1657,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.11,172.69,Yes
C1658,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,66.23,907.69,Yes
